vin,list_price,sale_price,list_date,sale_date,cost_price,model_id,salesperson_id,dealership_id
CT5V71RXBLA26297,59629,58304,2021-06-01,2021-06-01,53004,1550,109,2002
CT5V71RXBLA16282,60006,58673,2021-04-25,2021-04-25,53339,1550,109,2002
CT5V11DXBLA12344,58545,57244,2021-04-25,2021-04-28,52040,1550,108,2003
CT5V61RXBLA15376,61757,60384,2021-05-21,2021-05-21,54895,1550,109,2002
CT5V21RXBLA14293,62832,61436,2021-01-01,2021-01-05,55851,1550,109,2002
CT5V61RXBLA15428,58634,57331,2021-06-01,2021-06-03,52119,1550,109,2002
CT5V41RXBLA17264,57375,56100,2021-06-01,2021-06-01,51000,1550,106,2005
CT5V21RXBLA14306,59348,58029,2021-03-01,2021-08-08,52754,1550,101,2001
CT5V61RXBLA15284,57400,56125,2021-07-29,2021-07-29,51023,1550,109,2002
CT5V11DXBLA12307,57439,56163,2021-03-15,2021-03-15,51057,1550,103,2001
CT5V11RXBLA13281,57319,56045,2021-07-29,2021-07-30,50950,1550,101,2001
CT5V61RXBLA15435,62954,61555,2021-01-01,2021-01-02,55959,1550,107,2000
CT5V61RXBLA15297,57325,56051,2021-03-15,2021-03-15,50955,1550,111,2003
CT5V41RXBLA17295,57210,55938,2021-04-01,2021-04-21,50853,1550,101,2001
CT5V11DXBLA12347,63565,62152,2021-03-15,2021-03-15,56502,1550,106,2005
CT5V71RXBLA26266,60494,59149,2021-06-01,2021-06-01,53772,1550,102,2004
CT5V71RXBLA26261,60411,59068,2021-07-29,2021-07-29,53699,1550,105,2000
CT5V11DXBLA12281,60352,59011,2021-07-29,2021-08-01,53646,1550,106,2005
CT5V21RXBLA14284,59391,58072,2021-03-01,2021-08-08,52792,1550,108,2003
CT5V61RXBLA15384,60156,58819,2021-03-15,2021-03-30,53472,1550,110,2004
CT5V61RXBLA15411,58297,57002,2021-01-01,2021-01-01,51820,1550,112,2005
CT5V21RXBLA24308,59955,58623,2021-01-01,2021-01-01,53294,1550,108,2003
CT5V41RXBLA27297,56869,55605,2021-06-01,2021-06-10,50550,1550,104,2002
CT5V41RXBLA17301,57344,56069,2021-04-25,2021-04-25,50972,1550,105,2000
CT5V71RXBLA16277,58099,56808,2021-04-25,2021-05-02,51644,1550,111,2003
CT5V61RXBLA15331,60656,59308,2021-04-25,2021-05-08,53917,1550,105,2000
CT5V61RXBLA25440,59123,57809,2021-05-21,2021-05-22,52554,1550,109,2002
CT5V41RXBLA17276,61364,60000,2021-05-21,2021-05-25,54545,1550,101,2001
CT5V71RXBLA26279,58095,56804,2021-01-01,2021-01-01,51640,1550,103,2001
CT5V41RXBLA17315,61759,60386,2021-04-25,2021-04-25,54897,1550,111,2003
CT5V61RXBLA15281,56715,55454,2021-01-01,2021-02-15,50413,1550,106,2005
CT5V71RXBLA16264,59133,57819,2021-01-01,2021-01-01,52563,1550,109,2002
CT5V11DXBLA12324,59508,58186,2021-03-15,2021-03-15,52896,1550,106,2005
CT5V11DXBLA12265,62852,61455,2021-01-01,2021-01-01,55868,1550,112,2005
CT5V61RXBLA15358,59313,57995,2021-01-01,2021-01-01,52722,1550,112,2005
CT5V61RXBLA15308,59126,57812,2021-05-21,2021-05-24,52557,1550,102,2004
CT5V61RXBLA15305,61315,59953,2021-07-29,2021-07-29,54503,1550,103,2001
CT5V11DXBLA12333,59370,58050,2021-07-29,2021-07-29,52773,1550,104,2002
CT5V41RXBLA17271,58902,57593,2021-01-01,2021-01-01,52358,1550,112,2005
CT5V61RXBLA25445,60493,59149,2021-01-01,2021-01-30,53772,1550,106,2005
CT5V11DXBLA12277,62454,61066,2021-02-01,2021-03-30,55515,1550,108,2003
CT5V61RXBLA15290,59111,57798,2021-01-01,2021-01-10,52544,1550,106,2005
CT5V21RXBLA14298,58733,57428,2021-02-01,2021-02-16,52207,1550,112,2005
CT5V61RXBLA15360,62134,60753,2021-01-01,2021-01-01,55230,1550,109,2002
CT5V11DXBLA12360,58288,56992,2021-06-01,2021-06-06,51811,1550,107,2000
CT5V71RXBLA26275,55135,53910,2021-04-25,2021-04-26,49009,1550,105,2000
CT5V21RXBLA14280,60849,59497,2021-04-25,2021-04-25,54088,1550,101,2001
CT5V41RXBLA17291,57445,56168,2021-04-25,2021-04-30,51062,1550,101,2001
CT5V61RXBLA15326,58754,57448,2021-07-29,2021-07-29,52226,1550,110,2004
CT5V61RXBLA15378,63490,62079,2021-03-15,2021-03-16,56435,1550,104,2002
CT5V61RXBLA15314,57858,56572,2021-01-01,2021-01-01,51429,1550,101,2001
CT5V71RXBLA16265,61648,60278,2021-06-01,2021-06-01,54798,1550,108,2003
CT5V61RXBLA15439,56289,55038,2021-01-01,2021-01-12,50035,1550,109,2002
CT5V61RXBLA15268,57153,55883,2021-01-01,2021-01-30,50803,1550,106,2005
CT5V61RXBLA15371,60701,59352,2021-03-15,2021-03-15,53956,1550,112,2005
CT5V41RXBLA27277,57849,56563,2021-05-21,2021-05-21,51421,1550,107,2000
CT5V11DXBLA12364,59694,58367,2021-07-29,2021-07-29,53061,1550,101,2001
CT5V61RXBLA15397,63866,62447,2021-07-29,2021-07-31,56770,1550,102,2004
CT5V61RXBLA15285,61217,59856,2021-06-01,2021-06-01,54415,1550,105,2000
CT5V71RXBLA16273,57513,56235,2021-07-29,2021-07-30,51123,1550,109,2002
CT5V61RXBLA15349,58557,57256,2021-07-29,2021-07-31,52051,1550,106,2005
CT5V61RXBLA15336,57727,56444,2021-07-29,2021-07-29,51313,1550,112,2005
CT5V11DXBLA12294,61698,60327,2021-01-01,2021-01-01,54843,1550,106,2005
CT5V11RXBLA13272,59203,57887,2021-01-01,2021-01-01,52625,1550,106,2005
CT5V61RXBLA25441,57523,56245,2021-01-01,2021-01-30,51132,1550,108,2003
CT5V41RXBLA17289,58486,57186,2021-01-01,2021-01-30,51988,1550,107,2000
CT5V21RXBLA14324,59774,58445,2021-03-01,2021-03-22,53132,1550,108,2003
CT5V11RXBLA13283,57910,56623,2021-03-15,2021-03-21,51476,1550,112,2005
CT5V11DXBLA12312,58429,57130,2021-03-15,2021-03-17,51937,1550,108,2003
CT5V61RXBLA15402,61888,60512,2021-06-01,2021-06-01,55011,1550,107,2000
CT5V11DXBLA12285,58272,56977,2021-06-01,2021-06-01,51797,1550,109,2002
CT5V61RXBLA15300,58370,57073,2021-04-25,2021-04-25,51885,1550,109,2002
CT5V61RXBLA15265,56239,54990,2021-04-25,2021-04-25,49991,1550,101,2001
CT5V61RXBLA15365,61341,59978,2021-04-25,2021-05-01,54526,1550,111,2003
CT5V61RXBLA15261,63162,61759,2021-07-29,2021-07-29,56144,1550,110,2004
CT5V61RXBLA15408,58604,57302,2021-04-01,2021-04-01,52093,1550,109,2002
CT5V11DXBLA12329,57494,56217,2021-07-29,2021-07-29,51106,1550,109,2002
CT5V41RXBLA17302,59562,58239,2021-07-29,2021-07-29,52944,1550,101,2001
CT5V21RXBLA14264,61421,60056,2021-03-15,2021-03-15,54596,1550,103,2001
CT5V61RXBLA15324,60073,58738,2021-03-15,2021-03-21,53398,1550,104,2002
CT5V61RXBLA15412,57925,56638,2021-03-15,2021-03-15,51489,1550,112,2005
CT5V41RXBLA27268,56153,54905,2021-03-01,2021-03-01,49914,1550,104,2002
CT5V71RXBLA16295,61381,60017,2021-03-01,2021-03-02,54561,1550,108,2003
CT5V61RXBLA15266,58674,57370,2021-04-25,2021-04-25,52154,1550,112,2005
CT5V41RXBLA17281,61706,60335,2021-05-21,2021-05-21,54850,1550,112,2005
CT5V61RXBLA15406,59905,58573,2021-07-29,2021-08-01,53249,1550,106,2005
CT5V11RXBLA13270,59898,58567,2021-07-29,2021-07-29,53243,1550,112,2005
CT5V61RXBLA15353,55046,53823,2021-02-01,2021-02-16,48930,1550,112,2005
CT5V61RXBLA15272,58343,57046,2021-01-01,2021-01-01,51860,1550,107,2000
CT5V11DXBLA12293,59609,58284,2021-05-21,2021-05-21,52986,1550,108,2003
CT5V61RXBLA15443,60145,58808,2021-03-15,2021-03-15,53462,1550,111,2003
CT5V11DXBLA12355,56474,55219,2021-06-01,2021-06-01,50199,1550,107,2000
CT5V61RXBLA15332,55607,54371,2021-04-25,2021-04-25,49428,1550,109,2002
CT5V11DXBLA12351,60018,58684,2021-05-21,2021-05-22,53349,1550,109,2002
CT5V11DXBLA12340,59838,58508,2021-06-01,2021-06-01,53189,1550,108,2003
CT5V11DXBLA12286,62612,61220,2021-04-25,2021-04-25,55655,1550,102,2004
CT5V71RXBLA16299,61201,59841,2021-01-01,2021-01-11,54401,1550,102,2004
CT5V11RXBLA13266,61533,60165,2021-02-01,2021-02-15,54696,1550,106,2005
CT5V71RXBLA16290,62566,61176,2021-04-25,2021-04-25,55614,1550,107,2000
CT5V21RXBLA14279,54452,53242,2021-04-25,2021-04-30,48402,1550,102,2004
CT5V41RXBLA27278,59308,57990,2021-01-01,2021-01-01,52718,1550,105,2000
CT5V61RXBLA15392,63163,61759,2021-03-15,2021-03-15,56145,1550,103,2001
CT5V41RXBLA17296,59958,58625,2021-07-29,2021-07-29,53296,1550,102,2004
CT5V71RXBLA26286,61432,60067,2021-04-25,2021-04-30,54606,1550,112,2005
CT5V61RXBLA15448,58150,56858,2021-04-01,2021-04-01,51689,1550,108,2003
CT5V71RXBLA26262,57159,55889,2021-04-01,2021-04-21,50808,1550,107,2000
CT5V61RXBLA15401,61560,60192,2021-04-01,2021-04-21,54720,1550,109,2002
CT5V11RXBLA13276,57867,56581,2021-07-29,2021-07-30,51437,1550,112,2005
CT5V41RXBLA17310,58976,57666,2021-07-29,2021-07-29,52423,1550,106,2005
CT5V61RXBLA15273,54481,53271,2021-05-21,2021-05-21,48428,1550,104,2002
CT5V41RXBLA17263,57386,56110,2021-01-01,2021-01-21,51009,1550,108,2003
CT5V61RXBLA15418,61529,60162,2021-01-01,2021-02-03,54693,1550,111,2003
CT5V41RXBLA17270,59063,57751,2021-06-01,2021-06-25,52501,1550,112,2005
CT5V11DXBLA12368,54488,53277,2021-04-25,2021-05-03,48433,1550,109,2002
CT5V71RXBLA16300,55431,54199,2021-03-15,2021-03-15,49272,1550,110,2004
CT5V11DXBLA12262,55395,54164,2021-05-21,2021-05-26,49240,1550,108,2003
CT5V21RXBLA14289,57805,56521,2021-07-29,2021-07-29,51383,1550,101,2001
CT5V41RXBLA17319,60894,59541,2021-04-25,2021-04-25,54128,1550,105,2000
CT5V11DXBLA12323,61857,60482,2021-03-15,2021-03-15,54984,1550,109,2002
CT5V21RXBLA14288,61124,59766,2021-03-15,2021-03-15,54332,1550,112,2005
CT5V21RXBLA24327,58720,57415,2021-07-29,2021-07-29,52195,1550,102,2004
CT5V41RXBLA17285,58219,56925,2021-03-15,2021-03-14,51750,1550,104,2002
CT5V61RXBLA15427,61335,59972,2021-01-01,2021-01-01,54520,1550,106,2005
CT5V61RXBLA15342,61289,59927,2021-04-25,2021-04-30,54479,1550,102,2004
CT5V61RXBLA15317,60839,59487,2021-04-25,2021-04-30,54079,1550,102,2004
CT5V61RXBLA15301,60197,58859,2021-04-01,2021-04-01,53508,1550,101,2001
CT5V21RXBLA14320,59273,57956,2021-07-29,2021-07-31,52688,1550,112,2005
CT5V41RXBLA27272,61158,59799,2021-03-15,2021-03-15,54362,1550,111,2003
CT5V71RXBLA26287,58031,56742,2021-04-25,2021-04-26,51583,1550,101,2001
CT5V11DXBLA12335,58804,57497,2021-07-29,2021-07-29,52270,1550,106,2005
CT5V21RXBLA14311,56574,55317,2021-07-29,2021-07-29,50288,1550,111,2003
CT5V11RXBLA13271,63022,61621,2021-01-01,2021-01-30,56019,1550,111,2003
CT5V21RXBLA24295,61798,60424,2021-02-01,2021-02-27,54931,1550,104,2002
CT5V11DXBLA12359,62378,60992,2021-07-29,2021-07-29,55447,1550,112,2005
CT5V41RXBLA17284,59995,58662,2021-04-25,2021-04-25,53329,1550,103,2001
CT5V41RXBLA27267,57021,55754,2021-04-25,2021-04-25,50686,1550,106,2005
CT5V11RXBLA13265,58906,57597,2021-04-25,2021-05-02,52361,1550,103,2001
CT5V61RXBLA15383,57135,55865,2021-05-21,2021-05-21,50786,1550,103,2001
CT5V21RXBLA14302,62787,61392,2021-07-29,2021-07-30,55811,1550,102,2004
CT5V61RXBLA15393,56652,55393,2021-03-15,2021-03-21,50357,1550,101,2001
CT5V41RXBLA27293,56844,55581,2021-01-01,2021-01-01,50528,1550,101,2001
CT5V61RXBLA15345,60922,59568,2021-06-01,2021-06-03,54153,1550,107,2000
CT5V61RXBLA15330,58469,57169,2021-06-01,2021-06-01,51972,1550,109,2002
CT5V41RXBLA17280,57084,55816,2021-06-01,2021-06-01,50742,1550,109,2002
CT5V11DXBLA12311,60158,58821,2021-04-25,2021-04-28,53474,1550,112,2005
CT5V61RXBLA15388,56554,55297,2021-03-15,2021-03-21,50270,1550,108,2003
CT5V41RXBLA27292,57742,56459,2021-05-21,2021-05-21,51326,1550,112,2005
CT5V11DXBLA12325,62604,61213,2021-05-21,2021-05-24,55648,1550,110,2004
CT5V21RXBLA14316,57409,56134,2021-07-29,2021-07-29,51031,1550,104,2002
CT5V11RXBLA13277,62318,60933,2021-05-21,2021-05-21,55394,1550,101,2001
CT5V71RXBLA16309,58000,56711,2021-04-25,2021-04-27,51556,1550,102,2004
CT5V11DXBLA12336,58089,56798,2021-04-25,2021-04-30,51635,1550,107,2000
CT5V61RXBLA15430,58018,56729,2021-07-29,2021-07-29,51572,1550,108,2003
CT5V61RXBLA15299,56740,55479,2021-07-29,2021-07-29,50435,1550,109,2002
CT5V71RXBLA16278,60526,59181,2021-07-29,2021-08-21,53801,1550,110,2004
CT5V21RXBLA14275,59325,58007,2021-01-01,2021-01-01,52734,1550,111,2003
CT5V41RXBLA27282,57923,56636,2021-03-01,2021-05-30,51487,1550,108,2003
CT5V21RXBLA24312,60063,58729,2021-01-01,2021-01-01,53390,1550,109,2002
CT5V71RXBLA26274,62694,61301,2021-04-25,2021-04-25,55728,1550,103,2001
CT5V21RXBLA14266,58849,57541,2021-04-25,2021-05-05,52310,1550,103,2001
CT5V61RXBLA15423,54886,53666,2021-01-01,2021-01-03,48788,1550,104,2002
CT5V71RXBLA16313,62624,61232,2021-01-01,2021-01-03,55666,1550,102,2004
CT5V21RXBLA14315,61000,59645,2021-06-01,2021-06-01,54223,1550,103,2001
CT5V61RXBLA15277,60698,59349,2021-02-01,2021-02-15,53954,1550,112,2005
CT5V61RXBLA15436,60569,59223,2021-04-25,2021-04-30,53839,1550,101,2001
CT5V61RXBLA15338,58225,56931,2021-01-01,2021-01-01,51755,1550,104,2002
CT5V11DXBLA12300,56812,55549,2021-03-15,2021-03-15,50499,1550,111,2003
CT4GE61RXBLA15392,39211,38339,2021-04-01,2021-04-01,34854,1400,112,2005
CT4UE11DXBLA12324,41862,40931,2021-07-29,2021-07-29,37210,1400,109,2002
CT4GE61RXBLA15404,40624,39721,2021-04-25,2021-04-25,36110,1400,112,2005
CT4GE71RXBLA16264,37449,36617,2021-05-21,2021-05-27,33288,1400,112,2005
CT4GE61RXBLA15331,35301,34516,2021-07-29,2021-07-29,31378,1400,103,2001
CT4GE11RXBLA13282,40069,39179,2021-07-29,2021-07-30,35617,1400,106,2005
CT4GE61RXBLA15310,34396,33632,2021-07-29,2021-07-29,30574,1400,112,2005
CT4GE71RXBLA26286,37116,36291,2021-01-01,2021-01-01,32992,1400,112,2005
CT4GE11RXBLA13265,40366,39469,2021-01-01,2021-01-05,35881,1400,103,2001
CT4GE41RXBLA17277,36544,35732,2021-02-01,2021-02-15,32484,1400,106,2005
CT4GE61RXBLA15282,29889,29225,2021-01-01,2021-01-01,26568,1400,109,2002
CT4GE41RXBLA17265,41851,40921,2021-01-01,2021-01-01,37201,1400,112,2005
CT4GE41RXBLA17313,31537,30836,2021-07-29,2021-07-29,28033,1400,109,2002
CT4GE41RXBLA17317,32647,31921,2021-06-01,2021-06-01,29019,1400,103,2001
CT4GE11RXBLA13268,34010,33254,2021-06-01,2021-06-01,30231,1400,106,2005
CT4GE21RXBLA14294,34901,34126,2021-01-01,2021-01-30,31024,1400,106,2005
CT4GE21RXBLA14303,42601,41654,2021-01-01,2021-02-01,37867,1400,103,2001
CT4GE71RXBLA16274,37535,36701,2021-02-01,2021-02-15,33364,1400,106,2005
CT4GE21RXBLA24315,43155,42196,2021-03-15,2021-03-30,38360,1400,112,2005
CT4UE11DXBLA12276,39518,38640,2021-04-25,2021-04-25,35128,1400,109,2002
CT4GE21RXBLA14306,37660,36823,2021-01-01,2021-01-01,33475,1400,106,2005
CT4GE61RXBLA25446,31697,30993,2021-03-15,2021-03-15,28175,1400,103,2001
CT4GE41RXBLA17304,40199,39306,2021-03-15,2021-03-15,35733,1400,112,2005
CT4GE61RXBLA15326,34388,33624,2021-01-01,2021-01-03,30567,1400,112,2005
CT4UE11DXBLA12313,41247,40330,2021-04-01,2021-04-21,36664,1400,111,2003
CT4GE41RXBLA27292,32137,31423,2021-01-01,2021-01-01,28566,1400,105,2000
CT4GE61RXBLA15411,36319,35512,2021-07-29,2021-07-29,32284,1400,101,2001
CT4GE61RXBLA15299,32662,31936,2021-07-29,2021-07-29,29033,1400,103,2001
CT4GE41RXBLA17270,39613,38733,2021-01-01,2021-01-01,35212,1400,106,2005
CT4UE11DXBLA12293,31559,30858,2021-05-21,2021-05-21,28053,1400,108,2003
CT4GE41RXBLA17316,37093,36269,2021-04-25,2021-04-25,32971,1400,101,2001
CT4GE61RXBLA15265,42961,42007,2021-01-01,2021-01-01,38188,1400,105,2000
CT4GE21RXBLA14312,34568,33800,2021-07-29,2021-07-29,30727,1400,112,2005
CT4GE61RXBLA15269,41993,41060,2021-03-15,2021-03-17,37327,1400,104,2002
CT4GE41RXBLA17295,41700,40773,2021-06-01,2021-06-03,37067,1400,101,2001
CT4GE61RXBLA15262,39600,38720,2021-04-25,2021-05-07,35200,1400,104,2002
CT4GE61RXBLA15291,43076,42118,2021-05-21,2021-05-21,38289,1400,109,2002
CT4GE71RXBLA16277,44400,43413,2021-07-29,2021-07-29,39466,1400,102,2004
CT4GE61RXBLA15435,40425,39527,2021-07-29,2021-07-29,35933,1400,109,2002
CT4GE61RXBLA15327,32115,31402,2021-03-15,2021-03-17,28547,1400,104,2002
CT4GE61RXBLA15334,37267,36439,2021-04-01,2021-04-01,33126,1400,105,2000
CT4GE71RXBLA16261,43492,42525,2021-04-01,2021-04-21,38659,1400,111,2003
CT4GE71RXBLA26292,34512,33745,2021-01-01,2021-01-01,30677,1400,106,2005
CT4GE61RXBLA15375,39437,38561,2021-04-25,2021-04-25,35055,1400,112,2005
CT4GE41RXBLA17283,38270,37420,2021-05-21,2021-05-21,34018,1400,111,2003
CT4GE61RXBLA15341,39943,39055,2021-01-01,2021-01-01,35505,1400,106,2005
CT4GE71RXBLA16310,34196,33436,2021-01-01,2021-01-01,30396,1400,112,2005
CT4GE41RXBLA17261,40115,39223,2021-06-01,2021-06-01,35657,1400,104,2002
CT4UE11DXBLA12345,39785,38901,2021-04-25,2021-04-26,35364,1400,110,2004
CT4GE21RXBLA14300,33860,33108,2021-04-25,2021-05-05,30098,1400,107,2000
CT4GE61RXBLA15383,38786,37924,2021-04-25,2021-04-30,34477,1400,108,2003
CT4GE71RXBLA26280,37095,36271,2021-05-21,2021-05-22,32973,1400,105,2000
CT4GE61RXBLA15432,39687,38805,2021-07-29,2021-07-29,35277,1400,102,2004
CT4UE11DXBLA12335,40494,39594,2021-01-01,2021-01-01,35994,1400,110,2004
CT4GE71RXBLA16305,38111,37264,2021-07-29,2021-07-29,33877,1400,112,2005
CT4GE61RXBLA15287,34292,33530,2021-06-01,2021-06-01,30481,1400,102,2004
CT4GE41RXBLA27267,37198,36371,2021-06-01,2021-06-01,33065,1400,105,2000
CT4UE11DXBLA12296,33418,32675,2021-04-25,2021-04-25,29705,1400,109,2002
CT4GE11RXBLA13279,42097,41162,2021-01-01,2021-01-01,37420,1400,105,2000
CT4GE21RXBLA24303,35355,34569,2021-01-01,2021-01-03,31427,1400,108,2003
CT4UE11DXBLA12330,32443,31722,2021-03-15,2021-03-15,28838,1400,108,2003
CT4GE71RXBLA16267,34899,34123,2021-03-15,2021-03-15,31021,1400,103,2001
CT4GE61RXBLA15337,39297,38424,2021-03-15,2021-03-15,34931,1400,104,2002
CT4UE11DXBLA12305,43460,42494,2021-04-01,2021-04-01,38631,1400,105,2000
CT4GE71RXBLA16307,43247,42286,2021-04-25,2021-04-30,38442,1400,104,2002
CT4GE71RXBLA16299,41426,40505,2021-05-21,2021-05-21,36823,1400,105,2000
CT4GE21RXBLA14282,32652,31926,2021-07-29,2021-07-29,29024,1400,101,2001
CT4GE61RXBLA15416,37847,37006,2021-07-29,2021-07-29,33641,1400,101,2001
CT4GE41RXBLA17307,35989,35189,2021-07-29,2021-09-12,31990,1400,101,2001
CT4GE21RXBLA14266,39240,38368,2021-01-01,2021-01-01,34880,1400,104,2002
CT4GE11RXBLA13274,34201,33441,2021-01-01,2021-01-01,30401,1400,112,2005
CT4GE41RXBLA27295,42835,41883,2021-01-01,2021-01-02,38075,1400,112,2005
CT4GE61RXBLA15288,36251,35446,2021-02-01,2021-02-15,32224,1400,112,2005
CT4UE11DXBLA12273,39442,38566,2021-01-01,2021-01-13,35060,1400,103,2001
CT4GE71RXBLA16280,32015,31303,2021-01-01,2021-01-30,28458,1400,110,2004
CT4GE61RXBLA15438,42085,41150,2021-01-01,2021-01-30,37409,1400,107,2000
CT4GE61RXBLA15369,34623,33854,2021-02-01,2021-02-21,30776,1400,108,2003
CT4GE21RXBLA14320,44700,43706,2021-03-15,2021-03-15,39733,1400,111,2003
CT4GE61RXBLA15446,36870,36050,2021-03-15,2021-03-17,32773,1400,104,2002
CT4UE11DXBLA12323,31957,31247,2021-03-15,2021-03-15,28406,1400,107,2000
CT4UE11DXBLA12261,37016,36194,2021-07-29,2021-07-29,32903,1400,102,2004
CT4GE41RXBLA17310,35467,34679,2021-01-01,2021-01-01,31526,1400,110,2004
CT4GE61RXBLA15401,34513,33746,2021-03-15,2021-03-14,30678,1400,107,2000
CT4GE41RXBLA17284,38570,37713,2021-03-15,2021-03-15,34284,1400,110,2004
CT4GE61RXBLA15277,39088,38219,2021-06-01,2021-06-01,34745,1400,108,2003
CT4UE11DXBLA12365,36556,35744,2021-06-01,2021-06-03,32495,1400,101,2001
CT4UE11DXBLA12285,35740,34946,2021-06-01,2021-06-01,31769,1400,112,2005
CT4UE11DXBLA12362,42905,41952,2021-03-01,2021-03-22,38138,1400,101,2001
CT4GE21RXBLA24306,34635,33866,2021-03-01,2021-08-08,30787,1400,109,2002
CT4GE61RXBLA15279,32626,31901,2021-04-25,2021-04-27,29000,1400,102,2004
CT4UE11DXBLA12268,33482,32738,2021-05-21,2021-05-21,29762,1400,111,2003
CT4UE11DXBLA12297,34275,33513,2021-01-01,2021-01-01,30467,1400,111,2003
CT4GE61RXBLA15419,39104,38235,2021-04-25,2021-04-30,34759,1400,110,2004
CT4GE41RXBLA27277,33874,33121,2021-04-01,2021-04-01,30110,1400,111,2003
CT4UE11DXBLA12318,39970,39082,2021-01-01,2021-01-13,35529,1400,111,2003
CT4GE71RXBLA16289,45303,44297,2021-05-21,2021-05-21,40270,1400,107,2000
CT4GE41RXBLA27261,39763,38880,2021-05-21,2021-05-21,35345,1400,104,2002
CT4GE41RXBLA17267,37522,36688,2021-05-21,2021-05-28,33353,1400,112,2005
CT4GE71RXBLA16269,36659,35844,2021-07-29,2021-07-29,32586,1400,111,2003
CT4GE41RXBLA17280,34149,33390,2021-07-29,2021-07-29,30354,1400,106,2005
CT4GE71RXBLA16286,38365,37512,2021-02-01,2021-02-15,34102,1400,108,2003
CT4GE61RXBLA15395,36957,36136,2021-01-01,2021-01-01,32851,1400,101,2001
CT4GE71RXBLA16303,43019,42063,2021-03-15,2021-03-15,38239,1400,111,2003
CT4UE11DXBLA12282,32529,31806,2021-04-25,2021-04-28,28915,1400,108,2003
CT4GE41RXBLA17292,36529,35717,2021-04-25,2021-04-25,32470,1400,101,2001
CT4GE61RXBLA15361,40276,39381,2021-04-25,2021-04-28,35801,1400,107,2000
CT4GE21RXBLA24297,42700,41751,2021-03-15,2021-03-15,37956,1400,109,2002
CT4GE61RXBLA15272,31806,31099,2021-03-15,2021-03-15,28272,1400,103,2001
CT4GE61RXBLA15330,35731,34937,2021-06-01,2021-06-01,31761,1400,105,2000
CT4GE21RXBLA24288,34828,34054,2021-06-01,2021-06-01,30958,1400,103,2001
CT4UE11DXBLA12356,35595,34804,2021-01-01,2021-02-02,31640,1400,103,2001
CT4GE41RXBLA27273,41668,40742,2021-03-01,2021-08-08,37038,1400,101,2001
CT4GE21RXBLA14315,30193,29522,2021-04-25,2021-04-25,26838,1400,109,2002
CT4UE11DXBLA12353,43165,42205,2021-01-01,2021-01-02,38369,1400,107,2000
CT4UE11DXBLA12338,37783,36943,2021-07-29,2021-07-29,33585,1400,107,2000
CT4GE61RXBLA15398,37637,36801,2021-01-01,2021-01-04,33455,1400,112,2005
CT4GE61RXBLA15324,38920,38056,2021-04-25,2021-04-25,34596,1400,110,2004
CT4GE61RXBLA15425,39248,38376,2021-04-25,2021-05-02,34887,1400,110,2004
CT4GE61RXBLA15347,40164,39272,2021-05-21,2021-05-21,35701,1400,103,2001
CT4GE21RXBLA14267,38839,37976,2021-04-25,2021-04-25,34524,1400,105,2000
CT4GE71RXBLA26261,35381,34594,2021-05-21,2021-05-26,31449,1400,102,2004
CT4GE61RXBLA15297,41274,40357,2021-01-01,2021-01-01,36688,1400,112,2005
CT4GE61RXBLA15440,37325,36496,2021-01-01,2021-01-10,33178,1400,103,2001
CT4GE41RXBLA17301,33685,32937,2021-01-01,2021-01-15,29942,1400,103,2001
CT4GE21RXBLA14288,43924,42948,2021-02-01,2021-02-15,39043,1400,106,2005
CT4GE21RXBLA14326,36406,35597,2021-02-01,2021-02-21,32361,1400,112,2005
CT4UE11DXBLA12288,36675,35860,2021-03-15,2021-03-30,32600,1400,112,2005
CT4GE71RXBLA26274,37808,36968,2021-06-01,2021-06-01,33607,1400,104,2002
CT4GE21RXBLA24309,35954,35155,2021-06-01,2021-06-05,31959,1400,105,2000
CT4GE71RXBLA26289,31593,30891,2021-04-25,2021-05-02,28082,1400,111,2003
CT4UE11DXBLA12311,36495,35684,2021-04-25,2021-04-25,32440,1400,101,2001
CT4GE41RXBLA27270,32104,31390,2021-04-25,2021-04-30,28537,1400,107,2000
CT4GE61RXBLA15300,43326,42363,2021-04-25,2021-04-30,38512,1400,107,2000
CT4GE71RXBLA26296,33903,33150,2021-07-29,2021-07-31,30136,1400,101,2001
CT4GE71RXBLA16296,40712,39808,2021-01-01,2021-01-01,36189,1400,109,2002
CT4GE21RXBLA14273,32758,32030,2021-06-01,2021-06-01,29118,1400,110,2004
CT4GE71RXBLA16292,34717,33946,2021-06-01,2021-06-01,30860,1400,106,2005
CT4GE61RXBLA15386,35090,34310,2021-04-25,2021-04-25,31191,1400,111,2003
CT4GE61RXBLA15320,39581,38702,2021-02-01,2021-02-15,35183,1400,101,2001
CT4GE61RXBLA15407,37621,36785,2021-04-25,2021-04-25,33441,1400,109,2002
CT4GE61RXBLA15275,35073,34294,2021-01-01,2021-02-15,31176,1400,106,2005
CT4GE61RXBLA15312,41617,40692,2021-03-15,2021-03-15,36993,1400,112,2005
CT4GE61RXBLA15343,37807,36967,2021-04-01,2021-04-01,33606,1400,103,2001
CT4GE11RXBLA13275,40412,39514,2021-01-01,2021-01-01,35921,1400,112,2005
CT4GE61RXBLA15372,40060,39170,2021-04-25,2021-04-25,35609,1400,106,2005
CT4GE21RXBLA24300,36473,35663,2021-04-25,2021-04-25,32421,1400,109,2002
